post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Category,attribute_data:Category,attribute:Color,attribute_data:Color,attribute:Hand,attribute_data:Hand,"attribute:Hub Color","attribute_data:Hub Color","attribute:Insert Width","attribute_data:Insert Width",attribute:Length,attribute_data:Length,attribute:Model,attribute_data:Model,"attribute:Product Width","attribute_data:Product Width","attribute:Product width","attribute_data:Product width",attribute:Seal,attribute_data:Seal,"attribute:Select Hand","attribute_data:Select Hand",attribute:Side,attribute_data:Side,attribute:Size,attribute_data:Size,"attribute:Spoke Color","attribute_data:Spoke Color","attribute:Spoke Size","attribute_data:Spoke Size","attribute:Spokes Color","attribute_data:Spokes Color",attribute:Stages,attribute_data:Stages,attribute:Type,attribute_data:Type,attribute:Usage,attribute_data:Usage,"attribute:Wheel Size","attribute_data:Wheel Size",attribute:Width,attribute_data:Width,attribute:bearing-spacer,attribute_data:bearing-spacer,attribute:color,attribute_data:color,attribute:lenght,attribute_data:lenght,attribute:length,attribute_data:length,attribute:pa_clabel-type,attribute_data:pa_clabel-type,attribute:pa_color,attribute_data:pa_color,attribute:pa_product-type,attribute_data:pa_product-type,attribute:pa_product-width,attribute_data:pa_product-width,attribute:pa_spokes-color,attribute_data:pa_spokes-color,attribute:pa_spokes-color-1,attribute_data:pa_spokes-color-1,attribute:pa_wheel-size,attribute_data:pa_wheel-size,attribute:pa_width,attribute_data:pa_width,attribute:side,attribute_data:side,attribute:size,attribute_data:size,attribute:spokes-color,attribute_data:spokes-color,attribute:thickness,attribute_data:thickness,attribute:type,attribute_data:type,attribute:wheel-size,attribute_data:wheel-size,attribute:width,attribute_data:width
"Plastic 3/4 Dome Plug",plastic-3-4-dome-plug,,244862,,,publish,,0,"2024-01-29 08:47:13",1,closed,2FA205,,,no,no,,2.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/2FA205.jpg ! alt :  ! title : 2FA205.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/plastic-3-4-dome-plug/,0,,,,,,,,,,,,simple,,Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plastic 5/8"" Insert Plug",plastic-5-8-insert-plug,,244865,,,publish,,0,"2024-01-29 08:47:14",1,closed,2FA210,,,no,no,,2.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/2FA210.jpg ! alt :  ! title : 2FA210.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/plastic-5-8-insert-plug/,0,,,,,,,,,,,,simple,,Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plastic 1 1/4'' Cap Recessed Mount",plastic-1-1-4-cap-recessed-mount,,244868,,,publish,,0,"2024-01-29 08:47:15",1,closed,2FA300,,,no,no,,2.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/2FA300.jpg ! alt :  ! title : 2FA300.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/plastic-1-1-4-cap-recessed-mount/,0,,,,,,,,,,,,simple,,Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Black Ethylene Vinyl Cover - For Hub",black-ethylene-vinyl-cover-for-hub,,244872,,,publish,,0,"2024-01-29 08:47:16",1,closed,2FA997,,,no,no,,1.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/noimage54.gif ! alt :  ! title : noimage54.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/black-ethylene-vinyl-cover-for-hub/,0,,,,,,,,,,,,simple,,Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20'' Wire",20-wire,,244875,,,publish,,0,"2024-01-29 09:18:32",1,closed,4WH625,,,no,no,,142.50,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH625.jpg ! alt :  ! title : SpinergySpinwire.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/20-wire/,0,,,,,,,,,,,,simple,,"Wheels > 20'' (451)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Std|Ultra-High Friction",0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20'' X-Core 3",20-x-core-3,,244877,,,publish,,0,"2024-01-29 09:20:14",1,closed,4WH570,,,no,no,,85.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/4WH610.jpg ! alt :  ! title : 4WH610.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/20-x-core-3/,0,,,,,,,,,,,,simple,,"Wheels > 20'' (451)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20'' X-Core Mag 5",20-x-core-mag-5,,244878,,,publish,,0,"2024-01-29 09:27:59",1,closed,4WH565,,,no,no,,85.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH565.jpg ! alt :  ! title : Mag-Xcore.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/20-x-core-mag-5/,0,,,,,,,,,,,,simple,,"Wheels > 20'' (451)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22'' X-Core Mag 5",22-x-core-mag-5,,244880,,,publish,,0,"2024-01-29 09:29:29",1,closed,4WH573,,,no,no,,85.00,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/4WH573.jpg ! alt :  ! title : 4WH573.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/22-x-core-mag-5/,0,,,,,,,,,,,,simple,,"Wheels > 22'' (501)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black|Blue,0|0|1,,,,,,,,,,,,,,,,,,,,
Hilite,hilite,,245277,"<!-- wp:paragraph -->
<p><strong>FRAME</strong><br>Titanium grade 2 with 0% corrosion<br><strong>TUBE SIZE</strong><br>25mm diameter<br><strong>CAMBER ANGLES</strong><br>0, 1, 2, 3, 5<sup>o</sup> (individual angle when fixed centre of gravity)<sup><br></sup><br><strong>WEIGHT</strong><br>8.1kg (40cmX40cm seat c/w standard wheels)<br><strong>DESIGN</strong><br>Choice of open or closed frame<br><strong>CAPACITY</strong><br>Maximum user weight 125kg</p>
<!-- /wp:paragraph -->","Titanium grade 2 with 0% corrosion<br>",publish,,0,"2024-03-08 18:41:04",1,open,hilite,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/03/hilite.jpg ! alt :  ! title : hilite ! desc :  ! caption : ",,https://49b.pfcd.ca/product/hilite/,0,,,,,,,,,,,,simple,,"Daily Use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spacer 12.8mm Bore 5mm Thick-Nylon",spacer-12-8mm-bore-5mm-thick-nylon,,245415,,,publish,,0,"2024-04-03 10:37:53",1,closed,2SR050,,,no,no,,2.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2SR050.jpg ! alt :  ! title : 2SR050 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/spacer-12-8mm-bore-5mm-thick-nylon/,0,,,,,,,,,,,,simple,,Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tire Bead Jack",tire-bead-jack,,245417,,,publish,,0,"2024-04-03 10:37:53",1,closed,4TK400,,,no,no,,25.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/tirebeadjack.jpg ! alt :  ! title : tirebeadjack ! desc :  ! caption : ",,https://49b.pfcd.ca/product/tire-bead-jack/,0,,,,,,,,,,,,simple,,Miscelaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plastic Tire Levers 3pc set",plastic-tire-levers-3pc-set,,245419,,,publish,,0,"2024-04-03 10:37:53",1,closed,2TK215,,,no,no,,10.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TK215.png ! alt :  ! title : 2TK215 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/plastic-tire-levers-3pc-set/,0,,,,,,,,,,,,simple,,Miscelaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Push Handle Grip Only (Screw In)",push-handle-grip-only-screw-in,,245421,,,publish,,0,"2024-04-03 10:37:53",1,,2PH350,,,no,no,,4.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/push-handle-grip-only-screw-in/,0,,,,,,,,,,,,simple,,"Push Handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Push Handle Grip Only PVC - Black 22",push-handle-grip-only-pvc-black-22,,245422,,,publish,,0,"2024-04-03 10:37:53",1,,2PH360,,,no,no,,5.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/push-handle-grip-only-pvc-black-22/,0,,,,,,,,,,,,simple,,"Push Handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Push Handle Flip DownFixed Height",push-handle-flip-downfixed-height,,245423,,,publish,,0,"2024-04-03 10:37:54",1,,2PH502,,,no,no,,274.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/push-handle-flip-downfixed-height/,0,,,,,,,,,,,,simple,,"Push Handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Push Handle Screw In cw Grip",push-handle-screw-in-cw-grip,,245424,,,publish,,0,"2024-04-03 10:37:54",1,,4PH200,,,no,no,,42.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/push-handle-screw-in-cw-grip/,0,,,,,,,,,,,,simple,,"Push Handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plastic Ribbed Handgrip",plastic-ribbed-handgrip,,245425,,,publish,,0,"2024-04-03 10:37:54",1,,7PH700,,,no,no,,5.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/plastic-ribbed-handgrip/,0,,,,,,,,,,,,simple,,"Push Handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 24x1 HD 2.25 MM AV Heavy Duty",inner-tube-24x1-hd-2-25-mm-av-heavy-duty,,245454,,,publish,,0,"2024-04-03 14:10:53",1,closed,2TB718,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB718-1.jpg ! alt :  ! title : 2TB718 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-24x1-hd-2-25-mm-av-heavy-duty/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 20x1.50/2.5 Schrader Valve",inner-tube-20x1-50-2-5-schrader-valve,,245456,,,publish,,0,"2024-04-03 14:10:54",1,closed,2TB056,,,no,no,,16.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB056-1.png ! alt :  ! title : 2TB056-1.png ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-20x1-50-2-5-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K912 - Black 8.5x2.0",k912-black-8-5x2-0,,245458,,,publish,,0,"2024-04-04 05:04:20",1,closed,K070891207B0,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K912_200x200.jpg ! alt :  ! title : K912_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k912-black-8-5x2-0/,0,,,,,,,,,,,,simple,,"Tires > 8.5x2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 6x1 1/4 Schrader valve",inner-tube-6x1-1-4-schrader-valve,,245462,,,publish,,0,"2024-04-04 07:12:49",1,,2TB010,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-6x1-1-4-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 8 1/2x2 WH 767A-28NM valve",inner-tube-8-1-2x2-wh-767a-28nm-valve,,245463,,,publish,,0,"2024-04-04 07:12:50",1,closed,2TB022,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB022.jpg ! alt :  ! title : 2TB022 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-8-1-2x2-wh-767a-28nm-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 10x2 WH 767A25 NM valve",inner-tube-10x2-wh-767a25-nm-valve,,245465,,,publish,,0,"2024-04-04 07:12:50",1,closed,2TB035,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB035.jpg ! alt :  ! title : 2TB035 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-10x2-wh-767a25-nm-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 12 1/2x1.75x2 1/4 WH767A valve",inner-tube-12-1-2x1-75x2-1-4-wh767a-valve,,245467,,,publish,,0,"2024-04-04 07:12:50",1,closed,2TB040,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB040.jpg ! alt :  ! title : 2TB040 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-12-1-2x1-75x2-1-4-wh767a-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 16x1.75/2.125 Schrader rubber valve",inner-tube-16x1-75-2-125-schrader-rubber-valve,,245469,,,publish,,0,"2024-04-04 07:12:50",1,closed,2TB043,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB043.jpg ! alt :  ! title : 2TB043 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-16x1-75-2-125-schrader-rubber-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 20x1 1/8 / 1 3/8 Schrader rubber valve",inner-tube-20x1-1-8-1-3-8-schrader-rubber-valve,,245471,,,publish,,0,"2024-04-04 07:12:50",1,,2TB050,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/2TB050.jpg ! alt :  ! title : 2TB050.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-20x1-1-8-1-3-8-schrader-rubber-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 20x1.75/2.235 Schrader Rubber Valve",inner-tube-20x1-75-2-235-schrader-rubber-valve,,245472,,,publish,,0,"2024-04-04 07:12:51",1,,2TB028,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-20x1-75-2-235-schrader-rubber-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 20x1.75/2.125 HD 2.25 MM BX Heavy Duty",inner-tube-20x1-75-2-125-hd-2-25-mm-bx-heavy-duty,,245473,,,publish,,0,"2024-04-04 07:12:51",1,closed,2TB715,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB715.jpg ! alt :  ! title : 2TB715 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-20x1-75-2-125-hd-2-25-mm-bx-heavy-duty/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 22x1 Schrader rubber valve",inner-tube-22x1-schrader-rubber-valve,,245475,,,publish,,0,"2024-04-04 07:12:51",1,closed,2TB105,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB105.jpg ! alt :  ! title : 2TB105 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-22x1-schrader-rubber-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 24x1 treaded Schrader valve - Box",inner-tube-24x1-treaded-schrader-valve-box,,245477,,,publish,,0,"2024-04-04 07:12:51",1,closed,2TB110,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB110.jpg ! alt :  ! title : 2TB110 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-24x1-treaded-schrader-valve-box/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 24x1 Presta valve",inner-tube-24x1-presta-valve,,245479,,,publish,,0,"2024-04-04 07:12:51",1,,2TB150,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/2TB150.jpg ! alt :  ! title : 2TB150.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-24x1-presta-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 24x1 3/8 thorn resistant",inner-tube-24x1-3-8-thorn-resistant,,245480,,,publish,,0,"2024-04-04 07:12:51",1,closed,2TB705,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB705.jpg ! alt :  ! title : 2TB705 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-24x1-3-8-thorn-resistant/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 24x1 3/8 Schrader valve",inner-tube-24x1-3-8-schrader-valve,,245482,,,publish,,0,"2024-04-04 07:12:51",1,,2TB090,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-24x1-3-8-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 24x1.5/1.75 Schrader valve",inner-tube-24x1-5-1-75-schrader-valve,,245483,,,publish,,0,"2024-04-04 07:12:52",1,closed,2TB100,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB100.jpg ! alt :  ! title : 2TB100 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-24x1-5-1-75-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 24x2.00/2.40 Schrader valve",inner-tube-24x2-00-2-40-schrader-valve,,245485,,,publish,,0,"2024-04-04 07:12:52",1,,2TB503,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-24x2-00-2-40-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 25x1 treaded Schrader valve - Box",inner-tube-25x1-treaded-schrader-valve-box,,245486,,,publish,,0,"2024-04-04 07:12:52",1,closed,2TB120,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB120.jpg ! alt :  ! title : 2TB120 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-25x1-treaded-schrader-valve-box/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 25x1 Presta valve",inner-tube-25x1-presta-valve,,245488,,,publish,,0,"2024-04-04 07:12:52",1,,2TB160,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/2TB150.jpg ! alt :  ! title : 2TB150.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-25x1-presta-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
