Item ID/ SKU,Item name,Category,Sub Category,Price,In stock?,Status,Image Name,,
SNA10159015,Right Run HS387 - 24x1.25 Grey/Black (28-540),Tires,24'' (540),35.00,1,In stock,/wp-content/uploads/woocommerce_uploadsSNA10159015.png,,https://49b.pfcd.ca/product/right-run-hs387-24x1-25-grey-black-28-540/
K25241224170,K1224 Paradigm 24x1 (25-540) - Black,Tires,24'' (540),65.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK25241224170.png,,https://49b.pfcd.ca/product/k1224-paradigm-24x1-25-540-black/
2TY747,IRC Exeracer Pro Tires 540 - Red,Tires,24'' (540),120.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TY747.png,,https://49b.pfcd.ca/product/irc-exeracer-pro-tires-540-red/
2TY646,"MS3 24"" - Tufo Tubular Tires - Blue",Tires,24'' (540),125.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TY646.png,,https://49b.pfcd.ca/product/ms3-24-tufo-tubular-tires-blue/
2TY-41240F,"Innova AI2205 Black Non-Marking Tires 24x13/8"" (37-540)",Tires,24'' (540),40.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TY-41240F.png,,https://49b.pfcd.ca/product/innova-ai2205-black-non-marking-tires-24x13-8-37-540/
2TK215,Plastic Tire Levers 3pc set,Miscelaneous,,10.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TK215.png,,https://49b.pfcd.ca/product/plastic-tire-levers-3pc-set/
4TK400,Tire Bead Jack,Miscelaneous,,25.00,1,In stock,/wp-content/uploads/woocommerce_uploads4TK400,,https://49b.pfcd.ca/product/tire-bead-jack/
3PR070,(501) Q-Grip – 6 tab,Push Rims,,Price not found,1,In stock,/wp-content/uploads/woocommerce_uploads3PR070.png,,https://49b.pfcd.ca/product/501-q-grip-6-tab/
2PRW540L-B.R,24″ Wooden Pushrims Set Light with 6 Rivnut – Black,Push Rims,,395.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PRW540L-B.R.png,,https://49b.pfcd.ca/product/24-wooden-pushrims-set-light-with-6-rivnut-black/
2PRW540L-N,24″ Wooden Pushrims Set Light with 6 Tabs – Nature,Push Rims,,395.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PRW540L-N.png,,https://49b.pfcd.ca/product/24-wooden-pushrims-set-light-with-6-tabs-nature/
2PRW559L-B.R,25″ Wooden Pushrims Set Light with 6 Rivnut – Black,Push Rims,,395.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PRW559L-B.R.png,,https://49b.pfcd.ca/product/25-wooden-pushrims-set-light-with-6-rivnut-black/
2PRW559L-N,25″ Wooden Pushrims Set Light with 6 Tabs – Nature,Push Rims,,395.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PRW559L-N.png,,https://49b.pfcd.ca/product/25-wooden-pushrims-set-light-with-6-tabs-nature/
2PR320,26” Gekko Dualgrip Anodized Pushrims – 6 tabs,Push Rims,,165.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PR320.png,,https://49b.pfcd.ca/product/gekko-dualgrip-anodized-pushrims-6-tabs/
2PRW590L-B,26″ Wooden Pushrims Set Light with 6 Tabs -Black,Push Rims,,395.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PRW590L-B.png,,https://49b.pfcd.ca/product/26-wooden-pushrims-set-light-with-6-tabs-black/
2PR700,Aluminium Silver Anodised – 6 tab,Push Rims,,150.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PR700.png,,https://49b.pfcd.ca/product/aluminium-silver-anodised-6-tab/
2PR-540AGX,Blax Everyday Grip PushRims – 6 tab,Push Rims,,165.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PR-540AGX.png,,https://49b.pfcd.ca/product/blax-everyday-grip-pushrims-6-tab/
2PR015.2,Colored Anodised Push Rim – 6 Tabs,Push Rims,,110.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PR015.2.png,,https://49b.pfcd.ca/product/colored-anodised-push-rim-6-tabs/
2PR380,Curve Anodized – 6 tabs,Push Rims,,280.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PR380.png,,https://49b.pfcd.ca/product/curve-anodized-6-tabs/
2PR384,Curve Anodized Pushrims – 6 rivnuts,Push Rims,,399.00,1,In stock,/wp-content/uploads/woocommerce_uploads2PR384.png,,https://49b.pfcd.ca/product/curve-anodized-pushrims-6-rivnuts/
2TB035,Inner Tube 10×2 WH 767A25 NM valve,Tube,,13.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB035.png,,https://49b.pfcd.ca/product/inner-tube-10x2-wh-767a25-nm-valve/
2TB795,Inner Tube 10×3 (300-4) Schrader valve TR-87,Tube,,13.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB795.png,,https://49b.pfcd.ca/product/inner-tube-10x3-300-4-schrader-valve-tr-87/
2TB040,Inner Tube 12 1/2×1.75×2 1/4 WH767A valve,Tube,,11.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB040.png,,https://49b.pfcd.ca/product/inner-tube-12-1-2x1-75x2-1-4-wh767a-valve/
2TB850,Inner Tube 13×500-6 Schrader valve TR-87,Tube,,13.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB850.png,,https://49b.pfcd.ca/product/inner-tube-13x500-6-schrader-valve-tr-87/
2TB780,Inner Tube 145/70-6 TR-24A,Tube,,15.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB780.png,,https://49b.pfcd.ca/product/inner-tube-145-70-6-tr-24a/
2TB043,Inner Tube 16×1.75/2.125 Schrader rubber valve,Tube,,11.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB043.png,,https://49b.pfcd.ca/product/inner-tube-16x1-75-2-125-schrader-rubber-valve/
2TB048,Inner Tube 18×1.75/2.125 Schrader rubber valve,Tube,,9.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB048.png,,https://49b.pfcd.ca/product/inner-tube-18x1-75-2-125-schrader-rubber-valve/
2TB716,Inner Tube 20 x 2.125 HD 4.3 MM thorn resistant,Tube,,15.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB716.png,,https://49b.pfcd.ca/product/inner-tube-20-x-2-125-hd-4-3-mm-thorn-resistant/
2TB050,Inner Tube 20×1 1/8 / 1 3/8 Schrader rubber valve,Tube,,11.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB050.png,,https://49b.pfcd.ca/product/inner-tube-20x1-1-8-1-3-8-schrader-rubber-valve/
2TB026,Inner Tube 20×1 Presta valve,Tube,,11.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB026.png,,https://49b.pfcd.ca/product/inner-tube-20x1-presta-valve/
2TB056,Inner Tube 20×1.50/2.5 Schrader Valve,Tube,,16.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB056.png,,https://49b.pfcd.ca/product/inner-tube-20x1-50-2-5-schrader-valve/
2TB715,Inner Tube 20×1.75/2.125 HD 2.25 MM BX Heavy Duty,Tube,,15.00,1,In stock,/wp-content/uploads/woocommerce_uploads2TB715.png,,https://49b.pfcd.ca/product/inner-tube-20x1-75-2-125-hd-2-25-mm-bx-heavy-duty/
SNA10282675,HS228,Wheels,24'' (540),29.00,1,In stock,/wp-content/uploads/woocommerce_uploadsSNA10282675.png,,https://49b.pfcd.ca/product/hs228/
2CA405-WHI-PC,3x1 Aluminium Powder Coated Hub with Bearings,Castors,"Castor 3""",55.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA405-WHI-PC.png,,https://49b.pfcd.ca/product/3x1-aluminium-powder-coated-hub-with-bearings/
2CA040-WHI-PC,6x1 Aluminium Powder Coated Hub with Bearings,Castors,"Castor 6""",100.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA040-WHI-PC.png,,https://49b.pfcd.ca/product/6x1-aluminium-powder-coated-hub-with-bearings/
2CA027-WHI-PC,4x1 Aluminium Powder Coated Hub with Bearings,Castors,"Castor 4""",75.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA027-WHI-PC.png,,https://49b.pfcd.ca/product/4x1-aluminium-powder-coated-hub-with-bearings/
4WH520,"25"" SoftWheel Aluminium 2.75",Wheels, 25'' (559),"2,375.00",1,In stock,/wp-content/uploads/woocommerce_uploads4WH520.png,,https://49b.pfcd.ca/product/25-softwheel-aluminium-2-75/
4WH510,"24"" SoftWheel Aluminium 2.75",Wheels,24'' (540),"2,375.00",1,In stock,/wp-content/uploads/woocommerce_uploads4WH510.png,,https://49b.pfcd.ca/product/24-softwheel-aluminium-2-75/
4WH625,20'' Wire,Wheels,20'' (451),142.50,1,In stock,/wp-content/uploads/woocommerce_uploads4WH625.png,,https://49b.pfcd.ca/product/20-wire/
4WH570,20'' X-Core 3,Wheels,20'' (451),85.00,1,In stock,/wp-content/uploads/woocommerce_uploads4WH570.png,,https://49b.pfcd.ca/product/20-x-core-3/
4WH565,20'' X-Core Mag 5,Wheels,20'' (451),85.00,1,In stock,/wp-content/uploads/woocommerce_uploads4WH565.png,,https://49b.pfcd.ca/product/20-x-core-mag-5/
4WH573,22'' X-Core Mag 5,Wheels,22'' (501),85.00,1,In stock,/wp-content/uploads/woocommerce_uploads4WH573.png,,https://49b.pfcd.ca/product/22-x-core-mag-5/
K070891207B0,K912 - Black 8.5x2.0,Tires,8.5x2.0,15.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK070891207B0.png,,https://49b.pfcd.ca/product/k912-black-8-5x2-0/
2CA160,7x1 Primo Poly - Black,Castors,"Castor 7""",75.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA160.png,,https://49b.pfcd.ca/product/7x1-primo-poly-black/
2CA204,7x1 3/4 Pneumatic c/w Tire Tube Bearings,Castors,"Castor 7""",75.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA204.png,,https://49b.pfcd.ca/product/7x1-3-4-pneumatic-c-w-tire-tube-bearings/
2CA180,8x1 Primo Poly - Black,Castors,"Castor 8""",75.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA180.png,,https://49b.pfcd.ca/product/8x1-primo-poly-black/
4CA740-GN,Krypto 47mm - Green,,,35.00,1,In stock,/wp-content/uploads/woocommerce_uploads4CA740-GN.png,,https://49b.pfcd.ca/product/krypto-47mm-green/
4CA749-CC,Krypto 59mm - Clear,Tires,,35.00,1,In stock,/wp-content/uploads/woocommerce_uploads4CA749-CC.png,,https://49b.pfcd.ca/product/krypto-59mm-clear/
4CA750,Krypto 62mm - Black,,,68.00,1,In stock,/wp-content/uploads/woocommerce_uploads4CA750.png,,https://49b.pfcd.ca/product/krypto-62mm-black/
4CA755,Krypto 69mm,,,35.00,1,In stock,/wp-content/uploads/woocommerce_uploads4CA755.png,,https://49b.pfcd.ca/product/krypto-69mm/
4CA780,Krypto Flashing 75mm,,,50.00,1,In stock,/wp-content/uploads/woocommerce_uploads4CA780.png,,https://49b.pfcd.ca/product/krypto-flashing-75mm/
2CA410,3x1 MBL Composite Court,,,35.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA410.png,,https://49b.pfcd.ca/product/3x1-mbl-composite-court/
4CA766,Krypto 80mm - Assm Micro - All Court,,,40.00,1,In stock,/wp-content/uploads/woocommerce_uploads4CA766.png,,https://49b.pfcd.ca/product/krypto-80mm-assm-micro-all-court/
2CA023,4x1.4 Composite Hub - Black Tread,,,50.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA023.png,,https://49b.pfcd.ca/product/4x1-4-composite-hub-black-tread/
2CA029-BLK-Bk,4x1.5 Soft Roll Composite Black Hub - Black tread,,,65.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA029-BLK-Bk.png,,https://49b.pfcd.ca/product/4x1-5-soft-roll-composite-black-hub-black-tread/
4CA770,Krypto 100mm - Flashing,,,65.00,1,In stock,/wp-content/uploads/woocommerce_uploads4CA770.png,,https://49b.pfcd.ca/product/krypto-100mm-flashing/
2CA026,MBL (100x34) Alucore 8mm (1404A1),Castors,"Castor 4""",75.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA026.png,,https://49b.pfcd.ca/product/mbl-100x34-alucore-8mm-1404a1/
2CA411,4x1 Composite Hub,Castors,"Castor 4""",50.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA411.png,,https://49b.pfcd.ca/product/4x1-composite-hub/
2CA201-CF-BK,4x1.25 Back Carbon Fiber Caster w Black Molded Injection Tread,Castors,"Castor 4""",95.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA201-CF-BK.png,,https://49b.pfcd.ca/product/4x1-25-back-carbon-fiber-caster-w-black-molded-injection-tread/
2CA109,4x1 Primo Hollow Caster P-110 Black,Castors,"Castor 4""",35.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA109.png,,https://49b.pfcd.ca/product/4x1-primo-hollow-caster-p-110-black/
2CA112,4x1.5 Primo Hollow Caster - Black,Castors,"Castor 4""",35.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA112.png,,https://49b.pfcd.ca/product/4x1-5-primo-hollow-caster-black/
2CA021,5x1.4 Composite Hub - Black Tread,Castors,"Castor 5""",70.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA021.png,,https://49b.pfcd.ca/product/5x1-4-composite-hub-black-tread/
2CA003,5'' MBL (125x34) Alucore 8mm (1405A1),Castors,"Castor 5""",75.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA003.png,,https://49b.pfcd.ca/product/5-mbl-125x34-alucore-8mm-1405a1/
2CA022,"5x1 MBL Pneumatic complete, Tire, Tube, Bearing",Castors,"Castor 5""",100.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA022.png,,https://49b.pfcd.ca/product/5x1-mbl-pneumatic-complete-tire-tube-bearing/
2CA099,5x1 Primo Poly - Black,Castors,"Castor 5""",70.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA099.png,,https://49b.pfcd.ca/product/5x1-primo-poly-black/
2CA300-SLV-Bk,5x1 CEW Aluminium / Shox - Black tread,Castors,"Castor 5""",90.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA300-SLV-Bk.png,,https://49b.pfcd.ca/product/5x1-cew-aluminium-shox-black-tread/
2CA020,5x1 Composite Hub,Castors,"Castor 5""",50.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA020.png,,https://49b.pfcd.ca/product/5x1-composite-hub/
2CA114,5x1 Primo D.G. Hollow Caster P-100 Black,Castors,"Castor 5""",35.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA114.png,,https://49b.pfcd.ca/product/5x1-primo-d-g-hollow-caster-p-100-black/
2CA115,5x1.5 Primo Hollow Caster P-120 Black,Castors,"Castor 5""",35.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA115.png,,https://49b.pfcd.ca/product/5x1-5-primo-hollow-caster-p-120-black/
2CA052,"6x1.4 Composite Hub, 3 spikes",Castors,"Castor 6""",52.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA052.png,,https://49b.pfcd.ca/product/6x1-4-composite-hub-3-spikes/
2CA050,6x1.4 Composite Hub - Black Tread,Castors,"Castor 6""",52.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA050.png,,https://49b.pfcd.ca/product/6x1-4-composite-hub-black-tread/
2CA053,6x1.4 Black Nylon Disc Hub -0 Black Tread,,,100.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA053.png,,https://49b.pfcd.ca/product/6x1-4-black-nylon-disc-hub-0-black-tread/
2CA033,6'' MBL (150x34) Alucore 8mm (1406A1),Castors,"Castor 6""",100.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA033.png,,https://49b.pfcd.ca/product/6-mbl-150x34-alucore-8mm-1406a1/
2CA035,"6x1 1/4 MBL Pneumatic Castor complete, Tire/Tube/Bearings",,,75.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA035.png,,https://49b.pfcd.ca/product/6x1-1-4-mbl-pneumatic-castor-complete-tire-tube-bearings/
2CA117,6x1 Primo D.G. Hollow Caster P-102 Black,Castors,"Castor 6""",35.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA117.png,,https://49b.pfcd.ca/product/6x1-primo-d-g-hollow-caster-p-102-black/
2CA118,6x1.5 Primo Hollow Caster P-120 Black,Wheels,10x3 (300-4),35.00,1,In stock,/wp-content/uploads/woocommerce_uploads2CA118.png,,https://49b.pfcd.ca/product/6x1-5-primo-hollow-caster-p-120-black/
K253010404B0BK,k301 Rib - Black Non Marking 10x3 (300-4),Wheels,10x3 (300-4),30.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK253010404B0BK.png,,https://49b.pfcd.ca/product/k301-rib-black-non-marking-10x3-300-4/
K256710616B0,K671 Cruiser - Grey 10x3 (410/350-6),Wheels,10x3 (300-4),33.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK256710616B0.png,,https://49b.pfcd.ca/product/k671-cruiser-grey-10x3-410-350-6/
KTT10300F,k301X Rib - Foam Filled 10x3 (300-4),Wheels,10x3 (300-4),67.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT10300F.png,,https://49b.pfcd.ca/product/k301x-rib-foam-filled-10x3-300-4/
KTT10300NPR,K671 Racing - Foam Filled - Grey 10x3 (300-4),Wheels,10x3 (300-4),82.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT10300NPR.png,,https://49b.pfcd.ca/product/k671-racing-foam-filled-grey-10x3-300-4/
KTT10300R-469,K469 Knobby Foam Filled - Grey 10x3-1 (300-4),Wheels,10x3 (300-4),75.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT10300R-469.png,,https://49b.pfcd.ca/product/k469-knobby-foam-filled-grey-10x3-1-300-4/
K25671515B0,6x1 1/4 Cruiser K671 4P T (150x30) (32-86) - Grey,Wheels,8x2 (200x50),13.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK25671515B0.png,,https://49b.pfcd.ca/product/6x1-1-4-cruiser-k671-4p-t-150x30-32-86-grey/
K25081523B14,8x1 1/4 Street K23B (32-137) - Grey,Wheels,8x2 (200x50),13.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK25081523B14.png,,https://49b.pfcd.ca/product/8x1-1-4-street-k23b-32-137-grey/
K2454730301C0,K473 - 8x2 (200x50) - Black,Wheels,8x2 (200x50),15.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK2454730301C0.png,,https://49b.pfcd.ca/product/k473-8x2-200x50-black/
K109090301B0,K909 Slick 4P - Black 8x2 (200x50),Wheels,8x2 (200x50),20.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK109090301B0.png,,https://49b.pfcd.ca/product/k909-slick-4p-black-8x2-200x50/
K254690401B0,K469 Traction 4P TT - Grey 8x2 (200x50),Wheels,8x2 (200x50),15.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK254690401B0.png,,https://49b.pfcd.ca/product/k469-traction-4p-tt-grey-8x2-200x50/
KTT82000,k301 4P - Foam Filled - Grey 8x2 (200x50),Wheels,8x2 (200x50),42.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT82000.png,,https://49b.pfcd.ca/product/k301-4p-foam-filled-grey-8x2-200x50/
KTT82000K,K469 Knobby Foam Filled - Grey 8x2 (200x50),Wheels,8x2 (200x50),42.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT82000K.png,,https://49b.pfcd.ca/product/k469-knobby-foam-filled-grey-8x2-200x50/
K103720450B0,K372X Turf 4P TT 9x350-4,Wheels,9x350-4,25.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK103720450B0.png,,https://49b.pfcd.ca/product/k372x-turf-4p-tt-9x350-4/
KTT91350,K372 Turf - Foam Filled 9x350-4,Wheels,9x350-4,74.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT91350.png,,https://49b.pfcd.ca/product/k372-turf-foam-filled-9x350-4/
K252760404B0BK,K276 Sawtooth 4P TT - Black Non Marking 9x2 (280/250-4),Wheels,9x2 (280/250-4),20.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK252760404B0BK.png,,https://49b.pfcd.ca/product/k276-sawtooth-4p-tt-black-non-marking-9x2-280-250-4/
KTT28250,K276X Sawtooth Foam Filled 9x2 (280/250-4),Wheels,9x2 (280/250-4),51.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT28250.png,,https://49b.pfcd.ca/product/k276x-sawtooth-foam-filled-9x2-280-250-4/
KTT28250F,k301Rib - Foam Filled 9x2 (280/250-4),Wheels,9x2 (280/250-4),54.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT28250F.png,,https://49b.pfcd.ca/product/k301rib-foam-filled-9x2-280-250-4/
K254700206C0,K470 Slick 6P TT - Black 10x2 (260/165-60),Wheels,10x2 (260/165-60),20.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK254700206C0.png,,https://49b.pfcd.ca/product/k470-slick-6p-tt-black-10x2-260-165-60/
K073540416A0G,K353A Sawtooth - Grey 12x3 (410/350-4),Wheels,12x3 (410/350),22.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK073540416A0G.png,,https://49b.pfcd.ca/product/k353a-sawtooth-grey-12x3-410-350-4/
K253520416B0BK,K352 Stud - Black Non Marking 12x3 (410/350-4),Wheels,12x3 (410/350),30.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK253520416B0BK,,https://49b.pfcd.ca/product/k352-stud-black-non-marking-12x3-410-350-4/
K073520616B1,K352 Stud 4P - Grey 12x3 (410/350-6),Wheels,12x3 (410/350),40.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK073520616B1,,https://49b.pfcd.ca/product/k352-stud-4p-grey-12x3-410-350-6/
KTT61350,K353A Sawtooth Foam Filled - Black 12x3 (410/350-6),Wheels,12x3 (410/350),97.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT61350,,https://49b.pfcd.ca/product/k353a-sawtooth-foam-filled-black-12x3-410-350-6/
K073980616A1,K398 2PL - Black 12x3 (410/3.50-6),Wheels,12x3 (410/350),33.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK073980616A1,,https://49b.pfcd.ca/product/k398-2pl-black-12x3-410-3-50-6/
KFB51350K,K352 Stud Foam Filled - Black 12x3 (410/350-5),Wheels,12x3 (410/350),94.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKFB51350K,,https://49b.pfcd.ca/product/k352-stud-foam-filled-black-12x3-410-350-5/
KFB61350K,K352 Stud Foam Filled - Black 12x3 (410/350-6),Wheels,12x3 (410/350),94.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKFB61350K,,https://49b.pfcd.ca/product/k352-stud-foam-filled-black-12x3-410-350-6/
KTT40050,K312 Universal Foam Filled - Grey (400-5)13x4,Wheels,13x4 (400-5),84.00,1,In stock,/wp-content/uploads/woocommerce_uploadsKTT40050,,https://49b.pfcd.ca/product/k312-universal-foam-filled-grey-400-513x4/
SNA10277387.01,HS387 Right Run 22x1.0 (25-501),Tires,22'' (501),25.00,1,In stock,/wp-content/uploads/woocommerce_uploadsSNA10277387.01,,https://49b.pfcd.ca/product/hs387-right-run-22x1-0-25-501/
K25222010314,K103 Street 22x1.375 (37-501),Tires,22'' (501),15.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK25222010314,,https://49b.pfcd.ca/product/k103-street-22x1-375-37-501/
K212186,K1010 Nevegal 22x1.95 (50-501) - Black,Tires,22'' (501),40.00,1,In stock,/wp-content/uploads/woocommerce_uploadsK212186,,https://49b.pfcd.ca/product/k1010-nevegal-22x1-95-50-501-black/
